"","original_title","id","release_date","Actor","actorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","scifi"
"1552","slow west","223485",2015-04-16,"michaelfassbender",2,84,3750000,229094,"Q2",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"1684","the age of adaline","293863",2015-04-16,"blakelively",1,112,3e+07,42629776,"Q2",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1041","little boy","256962",2015-04-23,"jakobsalvati",1,106,2e+07,6485961,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"309","brotherly love","295886",2015-04-24,"kekepalmer",1,89,1900000,478595,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1587","spy","238713",2015-05-06,"melissamccarthy",1,120,6.5e+07,110825712,"Q2",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1355","pound of flesh","326284",2015-05-07,"jeanclaudevandamme",6,104,7500000,34513500.7541806,"Q2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1088","maggie","287424",2015-05-08,"arnoldschwarzenegger",9,95,4500000,187112,"Q2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1766","the d train","308638",2015-05-08,"jackblack",3,101,3e+06,669688,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1345","poltergeist","243688",2015-05-20,"samrockwell",2,93,3.5e+07,47425125,"Q2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2319","youth","310593",2015-05-20,"michaelcaine",8,118,1.3e+07,2703296,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1644","survivor","334074",2015-05-21,"piercebrosnan",10,96,2e+07,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"91","aloha","222936",2015-05-27,"bradleycooper",1,105,3.7e+07,21052030,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"890","insidious chapter 3","280092",2015-06-04,"dermotmulroney",1,97,1e+07,52218558,"Q2",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"475","dawn patrol","299145",2015-06-05,"scotteastwood",2,86,3500000,34513500.7541806,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1469","saul fia","336050",2015-06-11,"gézaröhrig",1,107,1700000,1777043,"Q2",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"1186","mustang","336804",2015-06-17,"günesnezihesensoy",1,97,1400000,845464,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"531","dope","308639",2015-06-19,"shameikmoore",1,103,7e+06,17506470,"Q2",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"568","eli","342003",2015-06-19,"vadivelu",1,102.936454849498,1.1e+07,34513500.7541806,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1423","ricki and the flash","275601",2015-07-10,"merylstreep",5,100,1.8e+07,26839498,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1495","self less","238615",2015-07-10,"ryanreynolds",1,116,2.6e+07,12279691,"Q2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"1801","the gallows","299245",2015-07-10,"cassidygifford",1,87,1e+05,22764410,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1329","pixels","257344",2015-07-16,"adamsandler",9,105,9e+07,78765986,"Q3",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2101","the vatican tapes","157544",2015-07-24,"oliviataylordudley",1,91,1.3e+07,1784763,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1920","the little prince","309809",2015-07-29,"jeffbridges",8,92,77500000,1311213,"Q3",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","awol 72","342502",2015-08-07,"lukegoss",1,79,3e+06,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"435","cop car","310133",2015-08-07,"kevinbacon",4,86,5e+06,134552,"Q3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1615","straight outta compton","277216",2015-08-13,"osheajacksonjr",1,147,2.8e+07,161197785,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"113","amnesiac","351043",2015-08-14,"katebosworth",2,90,3e+06,34513500.7541806,"Q3",0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
"106","american ultra","261392",2015-08-19,"jesseeisenberg",4,96,2.8e+07,14439985,"Q3",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1227","no escape","192141",2015-08-26,"owenwilson",4,103,5e+06,27288872,"Q3",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2252","war room","323272",2015-08-28,"priscillacshirer",1,120,3e+06,67790117,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2040","the rise of the krays","356216",2015-08-29,"kevinleslie",1,110,2500000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1376","queen of the desert","157843",2015-09-03,"nicolekidman",5,128,3.6e+07,34513500.7541806,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"599","eye in the sky","333352",2015-09-11,"helenmirren",4,102,1.3e+07,18704596,"Q1",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"1092","ma ma","280840",2015-09-11,"penélopecruz",2,111,1.5e+07,71628180,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1999","the perfect guy","304372",2015-09-11,"michaelealy",1,100,1.8e+07,57027435,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2324","zoom","351065",2015-09-11,"gaelgarcíabernal",3,96,3.5e+07,11989328,"Q3",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"655","forsaken","354110",2015-09-16,"demimoore",4,90,1.8e+07,34513500.7541806,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1249","oddball","356905",2015-09-17,"alantudyk",1,95,7e+06,34513500.7541806,"Q3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2106","the walk","285783",2015-09-30,"josephgordonlevitt",3,123,3.5e+07,10161183,"Q3",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"392","circle","335866",2015-10-02,"juliebenz",1,87,2e+06,10024,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"450","crimson peak","201085",2015-10-13,"miawasikowska",1,119,5.5e+07,31090320,"Q4",0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
"2129","they will have to kill us first","324322",2015-10-13,"1667099",1,105,6e+05,34513500.7541806,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2309","woodlawn","333596",2015-10-15,"cthomashowell",1,123,1.3e+07,14394097,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"466","dancin it s on","357837",2015-10-16,"witneycarson",1,89,1.2e+07,34513500.7541806,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2214","unnatural","356483",2015-10-16,"jamesremar",1,89,3e+06,34513500.7541806,"Q4",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"555","eden","360339",2015-10-22,"jessicalowndes",1,97,2300000,34513500.7541806,"Q1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1445","rock the kasbah","253414",2015-10-22,"billmurray",5,100,1.5e+07,3020665,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"281","bone tomahawk","294963",2015-10-23,"kurtrussell",6,132,2e+06,34513500.7541806,"Q4",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"2176","trumbo","294016",2015-10-27,"bryancranston",1,124,1.5e+07,7857741,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1997","the peanuts movie","227973",2015-11-05,"noahschnapp",1,88,9.9e+07,130178411,"Q4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2233","victor frankenstein","228066",2015-11-10,"jamesmcavoy",3,109,4e+07,5775076,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"1076","love the coopers","333348",2015-11-12,"stevemartin",3,107,1.8e+07,26302731,"Q4",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1902","the lady in the van","328589",2015-11-13,"maggiesmith",2,104,6e+06,10021175,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1","10 days in a madhouse","345003",2015-11-20,"carolinebarry",1,111,1.2e+07,14616,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"341","carol","258480",2015-11-20,"cateblanchett",3,118,11800000,12711491,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"839"," horror","301325",2015-11-20,"tarynmanning",1,90,1500000,34513500.7541806,"Q4",0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
"895","in the heart of the sea","205775",2015-11-20,"chrishemsworth",3,122,1e+08,25020758,"Q4",0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"989","krampus","287903",2015-11-26,"adamscott",1,98,1.5e+07,42725475,"Q4",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"799","hello my name is doris","320588",2015-11-27,"sallyfield",2,95,1e+06,14444999,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1341","point break","257088",2015-12-03,"edgarramírez",1,114,1e+08,28782481,"Q4",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"103","american hero","367551",2015-12-11,"stephendorff",3,86,1e+06,34513500.7541806,"Q4",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"404","close range","325173",2015-12-11,"scottadkins",1,80,3e+06,34513500.7541806,"Q4",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1709","the big short","318846",2015-12-11,"christianbale",3,130,2.8e+07,70259870,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1537","sisters","266294",2015-12-18,"tinafey",2,118,3e+07,87044645,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1841","the hateful eight","273248",2015-12-25,"samuelljackson",4,167,6.2e+07,54117416,"Q4",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"129","anomalisa","291270",2015-12-30,"davidthewlis",1,90,8e+06,3759286,"Q1",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"930","jane got a gun","174751",2016-01-01,"natalieportman",1,98,2.5e+07,1513793,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"53","adulterers","376004",2016-01-05,"seanfaris",1,80,750000,34513500.7541806,"Q1",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1949","the masked saint","370464",2016-01-08,"brettgranstaff",1,111,3500000,182695,"Q1",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"4","13 hours the secret soldiers of benghazi","300671",2016-01-13,"jamesbadgedale",1,144,5e+07,52853219,"Q1",0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
"1425","ride along 2","323675",2016-01-14,"kevinhart",5,102,4e+07,90862685,"Q1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1679","the 5th wave","299687",2016-01-14,"chloëgracemoretz",1,112,3.8e+07,34912982,"Q1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1789","the fits","358807",2016-01-22,"royaltyhightower",1,71,170000,166425,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"994","kung fu panda 3","140300",2016-01-23,"jackblack",3,95,1.4e+08,143528619,"Q1",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1658","tallulah","353571",2016-01-23,"ellenpage",2,111,6e+06,34513500.7541806,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"621","fifty shades of black","351819",2016-01-28,"marlonwayans",1,92,5e+06,11686940,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1435","robinson crusoe","368940",2016-02-04,"ilkabessin",1,90,1.3e+07,8005586,"Q1",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1153","misconduct","373314",2016-02-05,"joshduhamel",2,106,1.1e+07,34513500.7541806,"Q1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2325","zootopia","269149",2016-02-11,"ginnifergoodwin",1,108,1.5e+08,341268248,"Q1",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142","midnight special","245703",2016-02-18,"michaelshannon",3,112,1.8e+07,3712282,"Q1",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2171","triple 9","146198",2016-02-19,"caseyaffleck",5,115,2e+07,12639297,"Q1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"733","gods of egypt","205584",2016-02-25,"brentonthwaites",1,127,1.4e+08,31153464,"Q1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","the other side of the door","364116",2016-02-25,"sarahwaynecallies",1,96,5e+06,3000342,"Q1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2128","the young messiah","318850",2016-03-10,"adamgreavesneal",1,120,16800000,6469813,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2000","the perfect match","378200",2016-03-11,"terrencejenkins",1,96,5e+06,9669521,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"990","krisha","323929",2016-03-18,"krishafairchild",1,81,30000,144822,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1194","my big fat greek wedding 2","302688",2016-03-23,"johncorbett",1,94,1.8e+07,59689605,"Q1",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"587","everybody wants some ","295699",2016-03-30,"blakejenner",1,116,1e+07,3400278,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1118","meet the blacks","377587",2016-04-01,"mikeepps",1,90,9e+05,9097072,"Q2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"199","barbershop the next cut","326423",2016-04-15,"icecube",7,112,2e+07,54030051,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2102","the veil","257087",2016-04-21,"jessicaalba",4,93,4e+06,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"60","a hologram for the king","270010",2016-04-22,"tomhanks",7,97,3.5e+07,4212494,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"337","captain america civil war","271110",2016-04-27,"chrisevans",4,147,2.5e+08,408084349,"Q2",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1415","restoration","396152",2016-05-03,"emilyroyaobrien",1,90,1.8e+07,4100000,"Q4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1213","neighbors 2 sorority rising","325133",2016-05-04,"sethrogen",4,91,3.5e+07,55340730,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","code of honor","389425",2016-05-06,"stevenseagal",4,106,8e+06,34513500.7541806,"Q2",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"1162","money monster","303858",2016-05-12,"georgeclooney",6,98,2.7e+07,41012075,"Q2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1973","the nice guys","290250",2016-05-15,"russellcrowe",6,116,5e+07,36261763,"Q2",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"1671","teenage mutant ninja turtles out of the shadows","308531",2016-06-01,"meganfox",2,112,1.35e+08,82051601,"Q2",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1706","the bfg","267935",2016-06-01,"rubybarnhill",1,120,1.4e+08,55483770,"Q2",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1353","popstar never stop never stopping","341012",2016-06-03,"andysamberg",2,86,2e+07,9496130,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1970","the neon demon","301365",2016-06-08,"ellefanning",2,117,7500000,1333124,"Q2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"699","genius","267192",2016-06-10,"colinfirth",2,104,1.7e+07,1361045,"Q2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"361","central intelligence","302699",2016-06-15,"dwaynejohnson",2,107,5e+07,127440871,"Q2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"878","independence day resurgence","47933",2016-06-22,"liamhemsworth",1,120,1.65e+08,103144286,"Q2",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"866","ice age collision course","278154",2016-06-23,"rayromano",4,100,1.05e+08,64063008,"Q3",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1007","la tortue rouge","337703",2016-06-29,"emmanuelgarijo",1,80,1.1e+07,920057,"Q3",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1916","the legend of tarzan","258489",2016-06-29,"alexanderskarsgård",1,109,1.8e+08,126643061,"Q2",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2024","the purge election year","316727",2016-06-29,"elizabethmitchell",1,105,1e+07,79042440,"Q3",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"1442","rock dog","333667",2016-07-08,"lukewilson",3,90,6e+07,9420546,"Q3",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2313","yoga hosers","290825",2016-07-08,"lilyrosedepp",1,88,5e+06,34513500.7541806,"Q3",0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"1470","sausage party","223702",2016-07-11,"sethrogen",4,83,1.9e+07,97670358,"Q3",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"931","jason bourne","324668",2016-07-27,"mattdamon",5,123,1.2e+08,162192920,"Q3",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"1214","nerve","328387",2016-07-27,"emmaroberts",1,96,2e+07,38583626,"Q3",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"187","bad moms","376659",2016-07-28,"milakunis",1,100,2e+07,113257297,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","collide","195590",2016-08-04,"nicholashoult",2,98,29200000,2280004,"Q3",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"800","hell or high water","338766",2016-08-12,"jeffbridges",8,102,1.2e+07,27007844,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
"2248","war dogs","308266",2016-08-17,"milesteller",2,114,5e+07,43034523,"Q3",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"992","kubo and the two strings","313297",2016-08-18,"artparkinson",1,102,5.5e+07,48023088,"Q3",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","bodom","369202",2016-08-19,"nellyhirstgee",1,90,1250000,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"756","greater","379441",2016-08-26,"christopherseverio",1,130,9e+06,2000093,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"778","hands of stone","184341",2016-08-26,"robertdeniro",12,105,2e+07,4712792,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"132","antibirth","332285",2016-09-02,"natashalyonne",2,94,2500000,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1629","sully","363676",2016-09-07,"tomhanks",7,96,6e+07,125070033,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"913","i t ","340677",2016-09-09,"piercebrosnan",10,96,3.5e+07,328828874,"Q3",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1711","the birth of a nation","339408",2016-09-09,"nateparker",1,120,110000,1e+07,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"16","31","284564",2016-09-15,"sherimoonzombie",1,102,1500000,779820,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1556","snowden","302401",2016-09-15,"josephgordonlevitt",3,134,5e+07,21587519,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1178","mr church","374461",2016-09-16,"eddiemurphy",8,104,8e+06,685780,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1614","storks","332210",2016-09-22,"andysamberg",2,87,7e+07,72679278,"Q3",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2218","uss indianapolis men of courage","340945",2016-09-22,"nicolascage",8,128,4e+07,34513500.7541806,"Q3",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1374","queen of katwe","317557",2016-09-23,"madinanalwanga",1,124,1.5e+07,8874389,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"104","american honey","340485",2016-09-30,"sashalane",1,162,3500000,663247,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"493","denial","402298",2016-09-30,"rachelweisz",1,109,1e+07,4073448,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1483","scoop ","409550",2016-10-01,"masaharufukuyama",1,119,4e+06,10525717,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"971","kevin hart what now ","339927",2016-10-14,"kevinhart",5,96,1e+07,23591043,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967","keeping up with the joneses","331313",2016-10-20,"zachgalifianakis",1,105,4e+07,14904426,"Q4",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1279","ouija origin of evil","335796",2016-10-20,"elizabethreaser",1,99,9e+06,35144505,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"158","a street cat named bob","404378",2016-11-04,"luketreadaway",1,103,8e+06,82703,"Q4",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"261","bleed for this","332979",2016-11-04,"milesteller",2,116,1.6e+07,5083906,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1077","loving","339419",2016-11-04,"joeledgerton",2,123,9e+06,7710234,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"89","almost christmas","340402",2016-11-11,"kimberlyelise",2,111,1.7e+07,42065185,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1584","split","381288",2016-11-15,"jamesmcavoy",3,117,5e+06,138141585,"Q1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"82","allied","369885",2016-11-17,"bradpitt",4,124,1.06e+08,40098064,"Q4",0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
"1094","manchester by the sea","334541",2016-11-18,"caseyaffleck",5,135,8500000,47695371,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1769","the edge of seventeen","376660",2016-11-18,"haileesteinfeld",1,104,9e+06,14431633,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"188","bad santa 2","338964",2016-11-23,"billybobthornton",1,87,2.6e+07,17782176,"Q4",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1157","moana","277834",2016-11-23,"auliicravalho",1,107,1.5e+08,248757044,"Q1",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1536","sing","335797",2016-11-23,"matthewmcconaughey",4,108,7.5e+07,270329045,"Q4",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"1003","la la land","313369",2016-11-29,"ryangosling",4,128,2e+07,151101803,"Q4",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"876","incarnate","241258",2016-12-01,"aaroneckhart",3,91,5e+06,4799774,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"812","hidden figures","381284",2016-12-10,"tarajiphenson",1,127,2.5e+07,169607287,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"192","ballerina","342473",2016-12-14,"ellefanning",2,89,3e+07,21858070,"Q4",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618","fences","393457",2016-12-16,"denzelwashington",9,139,2.4e+07,57682904,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1414","resident evil the final chapter","173897",2016-12-23,"millajovovich",3,107,4e+07,26844692,"Q4",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"1048","live by night","259695",2016-12-25,"benaffleck",10,129,6.5e+07,10378555,"Q4",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1653","table 19","353569",2017-01-20,"annakendrick",4,87,5e+06,3614896,"Q1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1466","sahara","423453",2017-02-01,"omarsy",1,86,1.45e+08,68671925,"Q2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761","growing up smith","426469",2017-02-03,"roniakurati",1,102,2e+06,35312,"Q1",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"861","i am not your negro","411019",2017-02-03,"samuelljackson",4,95,1e+06,7123919,"Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1749","the covenant","432364",2017-02-07,"monicaengesser",1,90,2e+07,23364784,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"633","fist fight","345922",2017-02-16,"charlieday",1,91,2.5e+07,32187017,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","chips","417644",2017-03-23,"michaelpeña",1,100,2.5e+07,18600152,"Q1",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1554","smurfs the lost village","137116",2017-03-23,"juliaroberts",1,89,6e+07,45020282,"Q1",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2289","wilson","346681",2017-03-24,"woodyharrelson",3,94,5200000,2e+06,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1888","the journey","408616",2017-03-30,"timothyspall",2,94,5e+05,19800,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"670","free fire","334521",2017-03-31,"sharltocopley",1,90,1e+07,1799322,"Q1",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
