"","id","budget","1st genre","original_title","1st production company","release_date","revenue","runtime","cleaned title"
"10551","9392","0","adventure","the descent","Celador Films",2005-07-08,0,99,"thedescent"
"10553","20347","0","comedy","takeshis ",NA,2005-09-02,0,108,"takeshis"
"10555","674","150000000","adventure","harry potter and the goblet of fire","Patalex IV Productions Limited",2005-11-05,895921036,157,"harrypotterandthegobletoffire"
"10556","24625","0","comedy","dinner with friends","Nina Saxon Film Design",2001-01-01,0,94,"dinnerwithfriends"
"10557","69","28000000","drama","walk the line","Tree Line Films",2005-09-13,186438883,136,"walktheline"
"10558","1833","40000000","drama","rent","Columbia Pictures",2005-11-23,31670620,135,"rent"
"10560","65045","0",NA,"l ora di religione il sorriso di mia madre ",NA,2002-01-01,0,105,"loradireligioneilsorrisodimiamadre"
"10562","6795","65000000","family","zathura a space adventure","Columbia Pictures Corporation",2005-11-06,64321501,101,"zathuraaspaceadventure"
"10563","11421","0","drama","crazy","Téléfilm Canada",2005-05-27,0,127,"crazy"
"10564","7301","0","comedy","lonesome jim","Plum Pictures",2005-11-16,0,91,"lonesomejim"
"10566","16156","0","comedy","sarah silverman jesus is magic","Black Gold Films (II)",2005-02-11,0,70,"sarahsilvermanjesusismagic"
"10567","24618","14000000","drama","bee season",NA,2005-09-03,6856989,104,"beeseason"
"10568","1420","0","drama","breakfast on pluto",NA,2005-09-03,0,128,"breakfastonpluto"
"10569","9005","0","action","the ice harvest","Bona Fide Productions",2005-11-23,0,88,"theiceharvest"
"10570","13499","45000000","comedy","yours mine ours","Paramount Pictures",2005-11-23,72028752,90,"yoursmineours"
"10571","17952","0","action","in the mix",NA,2005-11-23,0,95,"inthemix"
"10572","7548","0","drama","the libertine","First Choice Films",2004-09-16,0,114,"thelibertine"
"10573","20436","0","documentary","first descent",NA,2005-12-02,739690,110,"firstdescent"
"10577","15184","0","comedy","a good woman","Beyond Films",2004-01-01,0,94,"agoodwoman"
"10579","24223","0","drama","νύφες",NA,2004-01-01,0,128,"νύφες"
"10582","44710","0","comedy","bienvenue chez les rozes","TF1 Films Productions",2003-04-02,0,90,"bienvenuechezlesrozes"
"10584","48121","0","documentary","mondovino",NA,2004-01-01,0,135,"mondovino"
"10586","116","15000000","drama","match point","DreamWorks",2005-10-26,85306374,124,"matchpoint"
"10591","41189","0","drama","the dying gaul","Holedigger Films",2005-01-01,0,95,"thedyinggaul"
"10592","19215","0","documentary","after innocence",NA,2005-10-23,0,95,"afterinnocence"
"10594","61340","0","documentary","beyond the gates of splendor",NA,2002-01-01,38,96,"beyondthegatesofsplendor"
"10596","67","0","thriller","paradise now","Lama Films",2005-02-14,3357075,90,"paradisenow"
"10597","64972","5","comedy","the kid i",NA,2005-12-02,0,93,"thekidi"
"10598","411","180000000","adventure","the chronicles of narnia the lion the witch and the wardrobe","Walt Disney",2005-12-07,748806957,143,"thechroniclesofnarniathelionthewitchandthewardrobe"
"10599","254","207000000","adventure","king kong","WingNut Films",2005-12-14,5.5e+08,187,"kingkong"
"10600","1904","85000000","drama","memoirs of a geisha","DreamWorks SKG",2005-12-06,162242962,145,"memoirsofageisha"
"10601","9043","0","comedy","the family stone","Fox 2000 Pictures",2005-12-14,0,103,"thefamilystone"
"10602","2008","0","fantasy","wu ji",NA,2005-12-15,0,98,"wuji"
"10605","27915","0","documentary","balseros",NA,2002-04-12,62153,120,"balseros"
"10606","14695","9000000","drama","havoc",NA,2005-10-16,0,85,"havoc"
"10608","55396","0","drama","koirankynnen leikkaaja","Fennada-Film",2004-02-12,0,0,"koirankynnenleikkaaja"
"10610","17595","0","drama","cowards bend the knee",NA,2003-01-01,0,64,"cowardsbendtheknee"
"10613","19058","15000000","action","down","First Floor Features",2001-05-11,163169,111,"down"
"10617","9515","10000000","action","the matador","Miramax Films",2005-05-12,17297244,96,"thematador"
"10618","16151","0","drama","look both ways","Hibiscus Films",2005-03-03,0,100,"lookbothways"
"10619","29595","0","documentary","wal mart the high cost of low price","Brave New Films",2005-11-04,0,98,"walmartthehighcostoflowprice"
"10620","9721","13000000","action","7 seconds","Andrew Stevens Entertainment",2005-06-28,0,96,"7seconds"
"10624","23478","12000000","comedy","mozart and the whale",NA,2005-09-10,84967,92,"mozartandthewhale"
"10630","25651","0","thriller","실제상황","Saerom Entertainment",2000-06-24,0,82,"실제상황"
"10631","25650","0","drama","수취인불명","Tube Entertainment",2001-06-02,0,117,"수취인불명"
"10634","8053","15000000","adventure","the three burials of melquiades estrada","The Javelina Film Company",2005-11-17,12036149,121,"thethreeburialsofmelquiadesestrada"
"10637","11466","0","comedy","smala sussie","Sandrews",2003-10-03,0,97,"smalasussie"
"10638","21040","0","action","livvakterna","Sonet Film AB",2001-08-10,0,112,"livvakterna"
"10639","13653","0","crime","el aura","Aura Films",2005-09-15,0,134,"elaura"
"10642","612","70000000","drama","munich","DreamWorks SKG",2005-12-22,130358911,164,"munich"
"10643","9899","45000000","comedy","the producers","Sony Pictures",2005-12-25,38058335,134,"theproducers"
"10644","546","1000000","drama","transamerica","IFC Films",2005-12-23,13350369,103,"transamerica"
"10645","2800","70000000","comedy","rumor has it ","Village Roadshow Pictures",2005-12-23,88933562,97,"rumorhasit"
"10646","9641","60000000","comedy","cheaper by the dozen 2","Twentieth Century Fox Film Corporation",2005-12-21,129181830,94,"cheaperbythedozen2"
"10647","7552","100000000","comedy","fun with dick and jane","Imagine Entertainment",2005-12-21,202026112,90,"funwithdickandjane"
"10648","9927","0","comedy","the ringer","Fox Searchlight Pictures",2005-12-23,40442437,94,"theringer"
"10649","9681","0","comedy","casanova","The Mark Gordon Company",2005-12-25,37691644,112,"casanova"
"10650","10773","0","comedy","mrs henderson presents",NA,2005-09-09,0,103,"mrshendersonpresents"
"10651","18840","0","drama","the white countess","Sony Pictures Classics",2005-10-30,0,135,"thewhitecountess"
"10652","18189","0","comedy","dirty love","Big Screen Entertainment Group",2005-09-23,0,91,"dirtylove"
"10654","22014","0","drama","abouna",NA,2002-11-22,0,84,"abouna"
"10657","10597","0","music","kevin perry go large","Icon Productions",2000-04-20,0,82,"kevinperrygolarge"
"10659","10809","0","drama","los debutantes",NA,2003-06-06,0,116,"losdebutantes"
"10661","9687","169000","comedy","keeping mum","Summit Entertainment",2005-12-02,18564702,103,"keepingmum"
"10662","33081","0","drama","paheli","Red Chillies Entertainment",2005-06-24,0,141,"paheli"
"10670","6935","0","action","yamakasi les samouraïs des temps modernes",NA,2001-04-04,0,90,"yamakasilessamouraïsdestempsmodernes"
"10671","20641","0","tv movie","love s enduring promise",NA,2004-11-20,0,88,"lovesenduringpromise"
"10672","154105","1400000","thriller","after image",NA,2001-01-23,0,0,"afterimage"
"10674","11400","30000000","drama","the new world","New Line Cinema",2005-12-25,30536013,135,"thenewworld"
"10675","37910","0","animation","ほしのこえ","CoMix Wave",2002-02-02,0,25,"ほしのこえ"
"10687","38785","0","documentary","the boys of baraka",NA,2005-03-11,0,84,"theboysofbaraka"
"10689","4550","0","drama","친절한 금자씨","CJ Capital Investment",2005-07-29,23803308,115,"친절한금자씨"
"10690","36380","0","comedy","chlopaki nie placza","Agencja Produkcji Filmowej",2000-02-25,0,90,"chlopakinieplacza"
"10691","68646","0",NA,"superprodukcja",NA,2002-02-28,0,92,"superprodukcja"
"10692","16433","0","crime","grand theft parsons",NA,2003-06-18,0,88,"grandtheftparsons"
"10693","30669","0","thriller","devil s pond","Splendid Pictures",2003-12-16,0,92,"devilspond"
"10695","44345","0","documentary","the cutting edge the magic of movie editing","British Broadcasting Corporation (BBC)",2004-01-01,0,98,"thecuttingedgethemagicofmovieediting"
"10698","6934","0","drama","yesterday","Distant Horizons",2004-09-03,0,96,"yesterday"
"10700","34081","0","crime","ted bundy","Incessant Barking Productions Inc.",2002-11-22,0,99,"tedbundy"
"10701","10045","12000000","action","banlieue 13","Canal Plus",2004-11-09,9584131,84,"banlieue13"
"10702","168705","25000000","action","bloodrayne","Boll KG",2005-10-22,2405420,95,"bloodrayne"
"10703","1690","4800000","horror","hostel","International Production Company",2005-01-06,80578934,94,"hostel"
"10704","9900","0","comedy","grandma s boy","Twentieth Century Fox Film Corporation",2006-01-06,6538177,94,"grandmasboy"
"10705","9044","31000000","drama","tristan isolde","Twentieth Century Fox Film Corporation",2006-04-07,2.8e+07,125,"tristanisolde"
"10706","9918","0","drama","glory road","Walt Disney Pictures",2006-01-13,42647449,118,"gloryroad"
"10707","17379","45000000","adventure","last holiday","Paramount Pictures",2006-01-13,38399961,112,"lastholiday"
"10708","10982","15000000","animation","hoodwinked ","The Weinstein Company",2005-12-16,51053787,80,"hoodwinked"
"10709","25608","0","comedy","april s shower",NA,2003-10-15,0,98,"aprilsshower"
"10710","834","50000000","fantasy","underworld evolution","Lakeshore Entertainment",2006-01-12,111340801,106,"underworldevolution"
"10711","25890","0","comedy","looking for comedy in the muslim world","Thinkfilm",2005-12-15,0,98,"lookingforcomedyinthemuslimworld"
"10716","27742","0","drama","降霊","Twins Japan",2000-08-07,0,118,"降霊"
"10719","14226","7500000","drama","千里走单骑","Toho Company",2005-12-22,3752325,107,"千里走单骑"
"10725","16553","0","comedy","little manhattan","Regency Enterprises",2005-09-30,1117920,84,"littlemanhattan"
"10728","39788","0","action","vinci",NA,2004-09-17,0,108,"vinci"
"10729","12517","0","horror","calvaire","La Parti Productions",2006-08-11,0,88,"calvaire"
"10732","11246","3000000","horror","hellraiser hellseeker","Miramax Films",2002-10-15,0,89,"hellraiserhellseeker"
"10736","49653","0","drama","коктебель","Koktebel Film Company",2003-09-25,0,100,"коктебель"
"10738","7295","0","thriller","8mm 2","Sandstorm Films",2005-11-22,0,106,"8mm2"
"10739","78237","0","mystery","tiempo de valientes","20th Century Fox",2005-09-29,0,112,"tiempodevalientes"
"10740","29952","0","drama","bombón el perro","Guacamole Films",2004-09-23,0,97,"bombónelperro"
"10742","14942","0","action","thoughtcrimes","USA Network",2003-01-01,0,86,"thoughtcrimes"
"10743","7509","0","drama","water","David Hamilton Productions",2005-09-08,10422387,115,"water"
"10745","2117","0","drama","sophie scholl die letzten tage","Goldkind Filmproduktion",2005-02-13,0,117,"sophiescholldieletztentage"
"10748","29040","0","comedy","matti","Solar Films inc.",2006-01-01,0,135,"matti"
"10749","9912","25000000","drama","the world s fastest indian","New Zealand Film Commission",2005-10-12,0,127,"theworldsfastestindian"
"10751","1969","35000000","action","bandidas","Ultra Films",2006-01-18,10496317,93,"bandidas"
"10753","8435","0","comedy","a cock and bull story","Revolution Films",2005-07-17,0,94,"acockandbullstory"
"10756","53367","0","documentary","charlie the life and art of charles chaplin",NA,2003-05-01,0,132,"charliethelifeandartofcharleschaplin"
"10757","38349","0","comedy","wilby wonderful",NA,2004-09-13,0,99,"wilbywonderful"
"10759","45759","0","action","helter skelter",NA,2004-07-23,0,137,"helterskelter"
"10761","13275","26000000","drama","annapolis","Touchstone Pictures",2006-01-27,17496992,108,"annapolis"
"10762","11565","40000000","comedy","big momma s house 2","Twentieth Century Fox Film Corporation",2006-01-26,138259062,99,"bigmommashouse2"
"10763","11283","25000000","fantasy","nanny mcphee","Universal Pictures",2005-10-21,122489822,97,"nannymcphee"
"10765","19416","0","documentary","double dare",NA,2004-03-13,0,81,"doubledare"
"10766","17","0","horror","the dark","Constantin Film",2006-01-26,0,87,"thedark"
"10774","16452","0","comedy","the comedians of comedy",NA,2005-03-01,0,103,"thecomediansofcomedy"
"10777","9286","25000000","horror","final destination 3","New Line Cinema",2006-02-10,117719158,93,"finaldestination3"
"10779","15363","0","comedy","something new","Gramercy Pictures",2006-01-29,11400000,99,"somethingnew"
"10782","292","3000000","comedy","dave chappelle s block party","Yari Film Group",2005-09-12,11718595,100,"davechappellesblockparty"
"10786","1544","0","drama","imagine me you","BBC Films",2005-02-01,2455831,93,"imaginemeyou"
"10792","61559","0","drama","sabah","T. L. Boulton",2005-06-04,0,86,"sabah"
"10793","20981","50000","horror","the call of cthulhu","HPLHS",2005-01-01,0,47,"thecallofcthulhu"
"10794","12096","0","action","the pink panther","Columbia Pictures",2006-01-18,0,93,"thepinkpanther"
"10796","5145","0","drama","the business","Vertigo Films",2005-09-02,0,96,"thebusiness"
"10797","9975","50000000","adventure","curious george","Imagine Entertainment",2006-02-10,69834815,86,"curiousgeorge"
"10798","9754","45000000","thriller","firewall","Village Roadshow Pictures",2006-02-10,82800000,105,"firewall"
"10801","23965","0","documentary","the white diamond",NA,2004-11-13,0,90,"thewhitediamond"
"10802","29269","0","drama","トニー滝谷","Wilco Co.",2004-08-10,0,76,"トニー滝谷"
"10803","10053","15000000","horror","when a stranger calls","Davis Entertainment",2006-02-03,66966987,87,"whenastrangercalls"
"10804","10263","4750000","fantasy","tamara","Lions Gate Films",2005-05-12,206871,98,"tamara"
"10805","7515","0","drama","london","Destination Films",2005-02-10,0,92,"london"
"10806","15675","0","documentary","neil young heart of gold",NA,2006-02-10,0,99,"neilyoungheartofgold"
"10807","9959","37665000","drama","freedomland","Scott Rudin Productions",2006-02-17,14655628,113,"freedomland"
"10808","14256","3500000","comedy","winter passing","Yari Film Group",2006-02-07,113783,98,"winterpassing"
"10809","9036","40000000","adventure","eight below","Walt Disney Pictures",2006-02-17,120455994,120,"eightbelow"
"10810","10073","20000000","comedy","date movie","Regency Enterprises",2006-02-17,48548426,83,"datemovie"
"10811","7304","17000000","action","running scared","International Production Company",2006-01-06,9500000,122,"runningscared"
"10812","16781","6000000","drama","madea s family reunion","Lions Gate Films",2006-02-24,57231524,110,"madeasfamilyreunion"
"10813","24432","0","family","doogal",NA,2006-02-24,0,85,"doogal"
"10814","9920","30000000","science fiction","ultraviolet","Screen Gems",2006-03-03,31070211,87,"ultraviolet"
"10815","10025","28000000","comedy","just my luck","Regency Enterprises",2006-05-12,38159905,103,"justmyluck"
"10816","9682","38000000","horror","pulse","Dimension Films",2006-08-11,29907685,90,"pulse"
"10817","17700","0","documentary","deep sea 3d","IMAX",2006-03-03,0,41,"deepsea3d"
"10818","2207","55000000","action","16 blocks","Cheyenne Enterprises",2006-03-01,65664721,105,"16blocks"
"10819","14086","0","romance","agata e la tempesta",NA,2004-04-27,0,125,"agataelatempesta"
"10822","18747","0","crime","黑社會","China Star Entertainment",2005-05-14,0,101,"黑社會"
"10823","9756","0","mystery","half light","Filmax",2006-01-17,0,110,"halflight"
"10824","34581","0","documentary","twist of faith",NA,2005-07-04,0,87,"twistoffaith"
"10825","6877","50000000","comedy","failure to launch","Paramount Pictures",2006-03-10,128406887,97,"failuretolaunch"
"10826","14609","0","action","ultimate avengers","Marvel Animation",2006-02-21,6700000,72,"ultimateavengers"
"10827","950","80000000","animation","ice age the meltdown","Blue Sky Studios",2006-03-23,660940780,91,"iceagethemeltdown"
"10829","9968","18000000","comedy","the big white","Capitol Films",2005-10-27,0,100,"thebigwhite"
"10832","10116","0","action","shinobi","Shochiku Company",2005-09-17,0,107,"shinobi"
